reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
120352094,432290,436286,2,2012-08-13,1405,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Car
120352872,430785,433452,2,2012-08-13,1820,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,48,Bus or coach (17 or more passenger seats)
120353431,422699,428585,2,2012-08-13,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Motorcycle over 50cc and up to 125cc
120352950,435095,434722,2,2012-08-14,1040,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,74,Car
120353117,428767,435826,2,2012-08-14,1110,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
120353166,427991,435378,2,2012-08-14,1040,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Motorcycle over 50cc and up to 125cc
120353504,425073,439253,1,2012-08-14,1455,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,83,Bus or coach (17 or more passenger seats)
120353714,431640,428748,2,2012-08-14,1805,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,59,Car
120353714,431640,428748,2,2012-08-14,1805,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,51,Car
120353834,421923,432967,1,2012-08-14,2025,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,15,Car
120358457,432435,434834,2,2012-08-14,1750,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,42,Car
120358457,432435,434834,2,2012-08-14,1750,B,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,23,Car
120358457,432435,434834,2,2012-08-14,1750,B,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,19,Car
120358457,432435,434834,2,2012-08-14,1750,B,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,15,Car
120354323,422691,437845,2,2012-08-15,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Motorcycle over 500cc
120354489,426786,438300,1,2012-08-15,1114,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
120354797,431305,431560,2,2012-08-15,745,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
120355215,435237,432385,1,2012-08-15,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Bus or coach (17 or more passenger seats)
120355561,434940,438271,2,2012-08-15,2115,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,56,Goods vehicle 3.5 tonnes mgw and under
120355624,432584,428201,1,2012-08-15,2210,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,65,Car
120355683,433667,429589,2,2012-08-15,2239,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,55,Car
120355683,433667,429589,2,2012-08-15,2239,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,30,Car
120355683,433667,429589,2,2012-08-15,2239,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
120356095,431874,435944,2,2012-08-16,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
120356841,429879,432350,2,2012-08-16,1531,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car
120357174,423380,428378,2,2012-08-16,1700,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,45,Pedal cycle
120357205,444039,448002,1,2012-08-16,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,18,Car
120357205,444039,448002,1,2012-08-16,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Male,22,Car
120357205,444039,448002,1,2012-08-16,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,17,Car
120357234,431539,434317,1,2012-08-16,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,4,Car
120358089,419064,441953,2,2012-08-17,1140,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
120358544,436254,427775,1,2012-08-17,1610,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Car
120358738,432658,435866,2,2012-08-17,1445,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,31,Car
120359094,425958,435569,2,2012-08-17,2225,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,Car
120359094,425958,435569,2,2012-08-17,2225,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,63,Car
120359094,425958,435569,2,2012-08-17,2225,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,63,Car
120370406,442608,427573,2,2012-08-17,1730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
120359313,434022,433969,1,2012-08-18,350,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,52,Car
120360252,428188,435070,1,2012-08-18,1710,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,10,Car
120360252,428188,435070,1,2012-08-18,1710,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,2,Car
120360261,432755,429619,2,2012-08-18,1902,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,19,Car
120360261,432755,429619,2,2012-08-18,1902,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,26,Car
120360606,430921,433134,2,2012-08-18,2305,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
120360606,430921,433134,2,2012-08-18,2305,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Car
120361814,440457,446556,1,2012-08-18,2040,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,56,Car
120361940,436196,434364,1,2012-08-18,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,0,Bus or coach (17 or more passenger seats)
120361048,430784,439194,1,2012-08-19,1049,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,64,Car
120362421,432099,435502,2,2012-08-19,2030,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,61,Car
120362057,421376,434028,3,2012-08-20,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Goods vehicle 3.5 tonnes mgw and under
120362057,421376,434028,3,2012-08-20,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Bus or coach (17 or more passenger seats)
120363105,431976,435828,2,2012-08-20,1745,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,23,Car
120363105,431976,435828,2,2012-08-20,1745,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Car
120363105,431976,435828,2,2012-08-20,1745,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Car
120363105,431976,435828,2,2012-08-20,1745,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,35,Car
120363105,431976,435828,2,2012-08-20,1745,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,17,Car
120364210,433854,433542,2,2012-08-21,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,Car
120364630,429685,433801,2,2012-08-21,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Bus or coach (17 or more passenger seats)
120364630,429685,433801,2,2012-08-21,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Bus or coach (17 or more passenger seats)
120365103,426523,428155,2,2012-08-21,750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
120383459,426641,432460,1,2012-08-21,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,13,Goods vehicle 3.5 tonnes mgw and under
120365140,435292,434830,2,2012-08-22,620,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,27,Car
120365140,435292,434830,2,2012-08-22,620,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,21,Car
120365505,443637,437508,2,2012-08-22,1110,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
120365505,443637,437508,2,2012-08-22,1110,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,51,Car
120365563,427307,430753,2,2012-08-22,840,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
120365940,422460,432881,2,2012-08-22,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,26,Motorcycle over 50cc and up to 125cc
120366048,425959,434780,1,2012-08-22,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,Car
120366134,430060,433648,1,2012-08-22,1720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,54,Goods vehicle 3.5 tonnes mgw and under
120366344,433970,436588,2,2012-08-22,1930,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
120366773,440386,432315,1,2012-08-22,1945,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,55,Motorcycle over 500cc
120377002,431724,426372,2,2012-08-22,1920,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,40,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,8,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,14,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
120366693,430784,433340,2,2012-08-23,45,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car
120367527,431974,431223,1,2012-08-23,1130,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Bus or coach (17 or more passenger seats)
120367527,431974,431223,1,2012-08-23,1130,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or coach (17 or more passenger seats)
120367631,423846,434294,2,2012-08-23,1535,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
120367776,430387,427019,2,2012-08-23,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,76,Car
120367776,430387,427019,2,2012-08-23,1445,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Car
120367938,429708,439012,2,2012-08-23,1250,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
120368721,430703,439035,2,2012-08-23,2110,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
120368470,431451,435819,2,2012-08-24,745,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,49,Car
120368911,426356,435605,1,2012-08-24,1335,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,7,Car
120369011,428565,433226,2,2012-08-24,1456,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
120369467,433794,436328,2,2012-08-24,2040,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,22,Motorcycle over 50cc and up to 125cc
120369659,430150,432851,3,2012-08-24,2215,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,30,Car
120370511,429812,438922,1,2012-08-25,1435,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,44,Car
120370601,424779,434439,1,2012-08-25,1730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
120370649,437015,436032,1,2012-08-25,1748,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,27,Car
120370683,420830,439696,2,2012-08-25,1550,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
120370926,429781,433659,1,2012-08-25,2300,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,57,Taxi/Private hire car
120371006,420190,445736,2,2012-08-25,2140,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
120371006,420190,445736,2,2012-08-25,2140,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
120371006,420190,445736,2,2012-08-25,2140,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
120521512,427289,430530,1,2012-08-25,1800,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,27,Car
120371071,430045,433940,1,2012-08-26,151,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,18,Car
120371659,427478,435197,2,2012-08-26,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
120372296,424950,434791,1,2012-08-27,245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,16,M/cycle 50cc and under
120373062,430463,435595,2,2012-08-27,1455,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
120373062,430463,435595,2,2012-08-27,1455,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car
120373062,430463,435595,2,2012-08-27,1455,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Car
