reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
120315490,427308,425934,2,2012-07-20,1400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
120335446,431735,426366,2,2012-07-20,1430,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,Car
120315349,432678,436886,1,2012-07-21,1137,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
120315439,440893,448712,3,2012-07-21,1055,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,71,Car
120315439,440893,448712,3,2012-07-21,1055,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
120315439,440893,448712,3,2012-07-21,1055,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
120315720,430150,438250,2,2012-07-21,1414,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Motorcycle over 50cc and up to 125cc
120315924,429076,432221,2,2012-07-21,1820,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car
120316659,430718,434127,2,2012-07-21,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,33,Pedal cycle
120316275,426948,439714,5,2012-07-22,40,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,18,Car
120316573,426304,435592,1,2012-07-22,1031,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,80,Car
120317191,428558,426262,2,2012-07-22,1950,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,77,Car
120317223,425081,432426,2,2012-07-22,26,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,52,Taxi/Private hire car
120317223,425081,432426,2,2012-07-22,26,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,Taxi/Private hire car
120326766,431929,434789,2,2012-07-22,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Pedal cycle
130013476,440433,429753,1,2012-07-22,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,8,Goods vehicle 3.5 tonnes mgw and under
120317918,427999,426241,1,2012-07-23,1030,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,M/cycle 50cc and under
120317971,426147,435590,2,2012-07-23,1015,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
120317971,426147,435590,2,2012-07-23,1015,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car
120318017,430639,433678,2,2012-07-23,1030,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
120318270,439598,434121,1,2012-07-23,1243,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,74,Car
120318287,437869,433018,2,2012-07-23,1048,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
120318287,437869,433018,2,2012-07-23,1048,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
120318632,432059,425658,2,2012-07-23,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car
120318682,429439,433456,2,2012-07-23,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Taxi/Private hire car
120318682,429439,433456,2,2012-07-23,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,48,Taxi/Private hire car
120318682,429439,433456,2,2012-07-23,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Taxi/Private hire car
120318870,426704,426739,2,2012-07-23,1835,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
120319096,435044,428259,1,2012-07-23,2255,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,32,Motorcycle over 50cc and up to 125cc
120320352,430796,438275,1,2012-07-23,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,70,Car
120321469,432357,433715,1,2012-07-23,1645,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,47,Car
120319350,424469,433642,2,2012-07-24,650,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Car
120319350,424469,433642,2,2012-07-24,650,B,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,19,Car
120319975,427672,434728,2,2012-07-24,925,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Pedal cycle
120320015,430692,427044,3,2012-07-24,1203,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
120320015,430692,427044,3,2012-07-24,1203,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
120320015,430692,427044,3,2012-07-24,1203,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
120320516,422041,432478,2,2012-07-24,1711,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,9,Pedal cycle
120320571,439483,426191,2,2012-07-24,1640,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
120320939,431880,435418,2,2012-07-24,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,31,Car
120322070,427544,434790,2,2012-07-24,1720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
120321313,430519,435811,2,2012-07-25,935,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,51,Pedal cycle
120322042,420024,440873,2,2012-07-25,1635,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
120323531,429686,432803,1,2012-07-25,2000,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,23,Car
120324445,428137,435845,2,2012-07-25,1830,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
120322776,415471,443053,1,2012-07-26,750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
120323327,430402,433668,1,2012-07-26,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,84,Bus or coach (17 or more passenger seats)
120323622,430054,432661,2,2012-07-26,1742,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
120324009,428394,434387,2,2012-07-26,2250,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Motorcycle over 500cc
120324009,428394,434387,2,2012-07-26,2250,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Motorcycle over 500cc
120324863,429914,434815,1,2012-07-26,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,8,M/cycle 50cc and under
120325434,432437,434839,2,2012-07-26,1538,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Car
120325434,432437,434839,2,2012-07-26,1538,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
120325434,432437,434839,2,2012-07-26,1538,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
120324142,427769,435737,1,2012-07-27,30,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
120324142,427769,435737,1,2012-07-27,30,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Taxi/Private hire car
120324142,427769,435737,1,2012-07-27,30,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Taxi/Private hire car
120324460,430876,434235,2,2012-07-27,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Motorcycle over 500cc
120324460,430876,434235,2,2012-07-27,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
120324708,435027,436207,2,2012-07-27,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 50cc and up to 125cc
120324708,435027,436207,2,2012-07-27,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,61,Motorcycle over 50cc and up to 125cc
120325246,428999,436842,2,2012-07-27,1525,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
120325246,428999,436842,2,2012-07-27,1525,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
120325444,423176,434202,2,2012-07-27,1621,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Motorcycle over 500cc
120325591,429381,433745,2,2012-07-27,2130,A(M),Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Motorcycle over 500cc
120326321,435306,429058,1,2012-07-27,1940,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,9,Car
120325833,432472,435799,2,2012-07-28,625,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,34,Car
120326608,432064,436086,2,2012-07-28,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
120326608,432064,436086,2,2012-07-28,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,27,Car
120326914,439638,426130,2,2012-07-28,1930,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Car
120326914,439638,426130,2,2012-07-28,1930,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,20,Car
120326965,427257,433988,1,2012-07-28,340,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,20,Car
120327360,436065,436895,2,2012-07-28,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Car
120327696,425951,426790,1,2012-07-28,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Motorcycle over 500cc
120327297,423357,437443,4,2012-07-29,130,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,24,Car
120327616,428082,432928,2,2012-07-29,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,8,Pedal cycle
120328178,430348,433417,1,2012-07-29,2010,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,62,Bus or coach (17 or more passenger seats)
120328748,431180,434169,2,2012-07-30,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
120329010,437488,431686,2,2012-07-30,1121,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,14,Ridden horse
120329088,436303,434701,1,2012-07-30,1050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,79,Goods vehicle 7.5 tonnes mgw and over
120329455,435774,435811,1,2012-07-30,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car
120329964,425817,434380,1,2012-07-30,2035,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,43,Motorcycle over 500cc
120330719,421582,429379,1,2012-07-31,640,B,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,39,Car
120331671,433866,434091,1,2012-07-31,1720,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,25,Car
120331671,433866,434091,1,2012-07-31,1720,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,51,Car
120332700,428043,432827,2,2012-07-31,1736,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,37,Goods vehicle 3.5 tonnes mgw and under
120332700,428043,432827,2,2012-07-31,1736,B,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,3,Car
120331948,428936,429849,2,2012-08-01,23,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,46,Car
120332871,426240,427835,2,2012-08-01,1428,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,M/cycle 50cc and under
120332871,426240,427835,2,2012-08-01,1428,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
120333069,431178,434981,2,2012-08-01,1425,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
120333069,431178,434981,2,2012-08-01,1425,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car
120334152,425955,444833,3,2012-08-01,1711,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,44,Goods vehicle 3.5 tonnes mgw and under
120334152,425955,444833,3,2012-08-01,1711,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,48,Goods vehicle 3.5 tonnes mgw and under
120341383,426378,426744,2,2012-08-01,815,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 500cc
120333724,440782,445746,2,2012-08-02,555,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Car
120333755,428143,432790,2,2012-08-02,749,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Pedal cycle
120334296,424029,437714,2,2012-08-02,1050,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
120334460,430773,433332,2,2012-08-02,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,65,Other Vehicle
120334546,428932,432426,2,2012-08-02,1404,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Other Vehicle
120334554,426434,433300,2,2012-08-02,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
120334923,437796,432443,4,2012-08-02,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
120334923,437796,432443,4,2012-08-02,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,76,Car
120334923,437796,432443,4,2012-08-02,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
120334923,437796,432443,4,2012-08-02,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car
120334923,437796,432443,4,2012-08-02,1625,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
120337379,428957,435470,2,2012-08-02,1800,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,41,Pedal cycle
120336068,442459,440006,2,2012-08-03,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
120336068,442459,440006,2,2012-08-03,1020,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
120336068,442459,440006,2,2012-08-03,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Car
120336736,423008,435922,2,2012-08-03,1905,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,26,Car
120336736,423008,435922,2,2012-08-03,1905,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,26,Motorcycle over 500cc
120336828,436092,435537,2,2012-08-03,2130,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
120337090,427482,432590,2,2012-08-03,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Motorcycle over 50cc and up to 125cc
120337466,426591,435111,2,2012-08-03,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
120337590,430750,434742,2,2012-08-03,2050,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
120337590,430750,434742,2,2012-08-03,2050,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,26,Car
120337590,430750,434742,2,2012-08-03,2050,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
120337066,430631,438670,3,2012-08-04,125,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,18,Car
120338736,428471,431350,1,2012-08-04,1645,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Taxi/Private hire car
120338764,434360,435345,2,2012-08-04,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
120339574,419225,441800,2,2012-08-04,1515,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,Pedal cycle
120339264,420893,434452,2,2012-08-05,2005,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,48,Car
120339264,420893,434452,2,2012-08-05,2005,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,42,Car
120339363,424398,439040,2,2012-08-05,2100,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,42,Pedal cycle
120339992,427504,425499,2,2012-08-05,1120,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
120339992,427504,425499,2,2012-08-05,1120,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
120339992,427504,425499,2,2012-08-05,1120,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,51,Goods vehicle 3.5 tonnes mgw and under
120339992,427504,425499,2,2012-08-05,1120,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Goods vehicle 3.5 tonnes mgw and under
120339992,427504,425499,2,2012-08-05,1120,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Goods vehicle 3.5 tonnes mgw and under
120340862,431872,435474,1,2012-08-06,1925,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,76,Car
120341522,431574,434389,1,2012-08-07,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,Car
120342068,428557,427773,2,2012-08-07,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
120342068,428557,427773,2,2012-08-07,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
120342537,429573,433803,3,2012-08-07,1919,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,63,Car
120342537,429573,433803,3,2012-08-07,1919,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,33,Other Vehicle
120342544,431021,430775,2,2012-08-07,1825,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
120342633,432244,435471,1,2012-08-07,2005,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,3,Car
120343429,431439,431604,2,2012-08-07,1912,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,18,Car
120343429,431439,431604,2,2012-08-07,1912,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,15,Car
120353525,431455,434339,2,2012-08-07,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,37,Pedal cycle
120343376,429905,437019,2,2012-08-08,1138,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Motorcycle over 500cc
120343737,429912,431108,2,2012-08-08,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,7,Car
120344235,429282,433489,1,2012-08-08,1915,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,23,Car
120344427,437311,429480,2,2012-08-08,2010,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Fatal,Male,43,Motorcycle over 500cc
120344928,431883,435034,2,2012-08-08,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
120344928,431883,435034,2,2012-08-08,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,Car
120345671,429425,435416,1,2012-08-08,1730,Unclassified,Dry,5,Fine without high winds,Pedestrian,Serious,Male,12,Car
120344491,441429,444779,1,2012-08-09,5,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,25,Car
120344491,441429,444779,1,2012-08-09,5,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,22,Car
120344729,429390,434940,2,2012-08-09,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Pedal cycle
120344893,429792,438919,2,2012-08-09,730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,25,Car
120344893,429792,438919,2,2012-08-09,730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,53,Car
120344923,434736,438052,2,2012-08-09,955,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
120344923,434736,438052,2,2012-08-09,955,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
120344923,434736,438052,2,2012-08-09,955,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Car
120345211,427128,439281,2,2012-08-09,1224,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
120345775,427307,429605,2,2012-08-09,1750,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,48,Pedal cycle
120345836,435913,425856,2,2012-08-09,1903,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,41,Motorcycle over 500cc
120345836,435913,425856,2,2012-08-09,1903,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Female,50,Motorcycle over 500cc
120345992,434401,430477,2,2012-08-09,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
120346843,431478,431561,2,2012-08-09,1730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
120346944,433320,441769,2,2012-08-09,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
120347496,436503,441859,2,2012-08-09,1540,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,18,Car
120347309,428754,430760,2,2012-08-10,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,84,Car
120347309,428754,430760,2,2012-08-10,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,86,Car
120347309,428754,430760,2,2012-08-10,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63,Car
120347566,426274,437641,2,2012-08-10,1810,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,59,Car
120347566,426274,437641,2,2012-08-10,1810,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,45,Car
120347566,426274,437641,2,2012-08-10,1810,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,16,Car
120347589,432864,434449,2,2012-08-10,1910,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,5,Pedal cycle
120347748,427837,430046,2,2012-08-10,2210,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
120348027,429687,433371,1,2012-08-10,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,23,Bus or coach (17 or more passenger seats)
120348659,431163,431876,2,2012-08-11,1447,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
120348659,431163,431876,2,2012-08-11,1447,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Bus or coach (17 or more passenger seats)
120348659,431163,431876,2,2012-08-11,1447,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Bus or coach (17 or more passenger seats)
120348659,431163,431876,2,2012-08-11,1447,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Bus or coach (17 or more passenger seats)
120348659,431163,431876,2,2012-08-11,1447,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Bus or coach (17 or more passenger seats)
120348659,431163,431876,2,2012-08-11,1447,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Bus or coach (17 or more passenger seats)
120348781,430774,433447,2,2012-08-11,1634,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,6,Bus or coach (17 or more passenger seats)
120348781,430774,433447,2,2012-08-11,1634,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Bus or coach (17 or more passenger seats)
120348854,436242,435585,2,2012-08-11,1702,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,78,Pedal cycle
120348964,431488,432656,2,2012-08-11,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
120350330,422406,433359,1,2012-08-12,1657,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,15,Car
120350330,422406,433359,1,2012-08-12,1657,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,16,Car
120350330,422406,433359,1,2012-08-12,1657,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car
120350330,422406,433359,1,2012-08-12,1657,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17,Car
120350330,422406,433359,1,2012-08-12,1657,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
120350330,422406,433359,1,2012-08-12,1657,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
120352023,421618,440844,2,2012-08-13,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,27,Motorcycle over 50cc and up to 125cc
120352041,427181,429505,1,2012-08-13,1810,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
120352041,427181,429505,1,2012-08-13,1810,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,55,Pedal cycle
