reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
137109,421895,432960,2,2009-02-18,2210,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
137109,421895,432960,2,2009-02-18,2210,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car
139709,421731,435172,2,2009-02-18,1035,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,34,Car
140309,429433,437308,1,2009-02-18,1120,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Car
153509,437974,432929,2,2009-02-18,1310,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
155309,429578,434808,1,2009-02-18,1150,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,19,Car
183609,436098,435530,2,2009-02-18,850,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,24,Car
134909,430878,434241,1,2009-02-19,1130,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Bus or coach (17 or more passenger seats)
138709,432417,434825,1,2009-02-19,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,20,Bus or coach (17 or more passenger seats)
140609,428394,426110,2,2009-02-19,1503,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
148109,428797,440303,1,2009-02-19,2305,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,10,Car
153309,426164,435392,1,2009-02-19,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,3,Car
139509,443627,436483,1,2009-02-20,1,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,44,Goods vehicle 7.5 tonnes mgw and over
142209,427632,430981,2,2009-02-20,1715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car
142309,431231,429773,3,2009-02-20,1755,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Serious,Female,44,Car
149209,433836,434457,2,2009-02-20,2113,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,14,Pedal cycle
153709,433552,435957,2,2009-02-20,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
153709,433552,435957,2,2009-02-20,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,26,Car
180809,435286,431294,1,2009-02-20,1925,Motorway,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Female,51,Car
141609,427646,430384,2,2009-02-21,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
141609,427646,430384,2,2009-02-21,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
141609,427646,430384,2,2009-02-21,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
141609,427646,430384,2,2009-02-21,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Car
143409,431884,433595,1,2009-02-21,1010,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,49,Bus or coach (17 or more passenger seats)
152809,421345,444430,1,2009-02-21,958,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,41,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
155409,429711,430766,2,2009-02-21,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
155409,429711,430766,2,2009-02-21,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
144009,423026,437677,2,2009-02-22,1608,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Taxi/Private hire car
144009,423026,437677,2,2009-02-22,1608,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
148609,428917,433390,2,2009-02-22,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
149009,423015,437679,2,2009-02-23,1115,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
150009,437392,445586,1,2009-02-23,1220,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,39,Car
149409,435419,437256,2,2009-02-24,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
153009,428464,429106,2,2009-02-24,2310,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car
153009,428464,429106,2,2009-02-24,2310,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29,Car
153009,428464,429106,2,2009-02-24,2310,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,26,Car
155009,434641,437498,1,2009-02-24,1700,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
156009,430778,438443,1,2009-02-24,2010,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,54,Car
156209,430197,432164,2,2009-02-24,1930,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,Car
155709,421574,440869,1,2009-02-25,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,77,Bus or coach (17 or more passenger seats)
156109,421128,441190,2,2009-02-25,1144,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
156309,432167,433591,1,2009-02-25,1850,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,13,Car
156709,432962,439235,3,2009-02-25,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
157509,420304,445361,2,2009-02-25,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
165609,429105,445104,2,2009-02-25,1829,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,36,Car
165609,429105,445104,2,2009-02-25,1829,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,20,Car
165609,429105,445104,2,2009-02-25,1829,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,57,Car
166709,432436,434840,2,2009-02-25,1450,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or coach (17 or more passenger seats)
160909,426222,426866,1,2009-02-26,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
164709,429464,439235,2,2009-02-26,2319,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,17,M/cycle 50cc and under
159709,420442,434055,2,2009-02-27,2023,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
161709,430306,433396,3,2009-02-27,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
169309,432569,435147,1,2009-02-27,1523,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
169409,435097,434721,2,2009-02-27,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Goods vehicle 3.5 tonnes mgw and under
170009,428457,429081,2,2009-02-27,1308,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
173509,429499,425798,2,2009-02-27,2128,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,48,Motorcycle over 125cc and up to 500cc
182609,422997,432690,2,2009-02-27,1321,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Car
185209,437164,433469,6,2009-02-27,1800,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,62,Car
164609,429874,423743,2,2009-02-28,610,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
164609,429874,423743,2,2009-02-28,610,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,58,Car
167009,428244,432705,1,2009-02-28,2215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,36,Car
168509,422157,428037,2,2009-02-28,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Pedal cycle
235009,427214,437303,2,2009-02-28,1409,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
235009,427214,437303,2,2009-02-28,1409,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
235009,427214,437303,2,2009-02-28,1409,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
413309,433181,434013,1,2009-02-28,1830,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,30,Bus or coach (17 or more passenger seats)
158909,423823,434255,2,2009-03-01,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
163209,427217,433518,3,2009-03-01,1703,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
163209,427217,433518,3,2009-03-01,1703,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
164409,432229,438844,1,2009-03-01,1638,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
167309,429591,427567,1,2009-03-01,45,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,23,Car
168909,443683,431686,1,2009-03-01,1530,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,60,Motorcycle over 50cc and up to 125cc
169709,430958,435771,1,2009-03-02,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Bus or coach (17 or more passenger seats)
169709,430958,435771,1,2009-03-02,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,7,Bus or coach (17 or more passenger seats)
171609,430851,434805,5,2009-03-02,1735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
172709,434529,433210,1,2009-03-02,1845,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,Taxi/Private hire car
173009,430375,433505,1,2009-03-02,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,Bus or coach (17 or more passenger seats)
212509,430530,433708,1,2009-03-02,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46,Bus or coach (17 or more passenger seats)
171909,441038,429900,2,2009-03-03,1545,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,28,M/cycle 50cc and under
173209,429484,435411,2,2009-03-03,2310,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
181109,442058,437538,2,2009-03-03,1305,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,33,Car
181109,442058,437538,2,2009-03-03,1305,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,8,Car
183409,427776,434982,2,2009-03-03,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
183409,427776,434982,2,2009-03-03,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
183409,427776,434982,2,2009-03-03,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
193109,429011,435493,2,2009-03-03,2000,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,24,Pedal cycle
193209,423010,437654,2,2009-03-03,1939,A,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,46,Pedal cycle
174909,431878,435196,2,2009-03-04,1955,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car
174909,431878,435196,2,2009-03-04,1955,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Car
174909,431878,435196,2,2009-03-04,1955,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
178609,427464,437020,1,2009-03-04,1020,A,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Female,83,Bus or coach (17 or more passenger seats)
179509,430383,433728,1,2009-03-04,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Bus or coach (17 or more passenger seats)
184809,420075,439056,2,2009-03-04,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
184809,420075,439056,2,2009-03-04,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Goods vehicle 3.5 tonnes mgw and under
185709,432079,437571,1,2009-03-04,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,14,Car
185809,431894,434911,2,2009-03-04,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
185809,431894,434911,2,2009-03-04,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
186309,429913,430798,3,2009-03-04,1500,A,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,18,Car
186309,429913,430798,3,2009-03-04,1500,A,Wet / Damp,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,19,Car
188009,436184,427350,1,2009-03-04,1450,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car
210909,427660,430970,2,2009-03-04,1010,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Motorcycle over 500cc
212009,422441,434642,2,2009-03-04,2115,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,37,Car
178809,430030,433779,1,2009-03-05,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Bus or coach (17 or more passenger seats)
184109,441907,445746,1,2009-03-06,1545,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,15,Car
184609,434737,438051,3,2009-03-06,1025,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
184609,434737,438051,3,2009-03-06,1025,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
184609,434737,438051,3,2009-03-06,1025,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
187409,420989,441152,1,2009-03-06,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,51,Goods vehicle 3.5 tonnes mgw and under
187409,420989,441152,1,2009-03-06,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,1,Goods vehicle 3.5 tonnes mgw and under
187609,427691,433710,2,2009-03-06,1410,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
187609,427691,433710,2,2009-03-06,1410,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Goods vehicle 7.5 tonnes mgw and over
215809,423162,434662,1,2009-03-06,745,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17,Goods vehicle 3.5 tonnes mgw and under
277409,424347,429252,2,2009-03-06,845,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Car
277409,424347,429252,2,2009-03-06,845,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
277409,424347,429252,2,2009-03-06,845,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car
186809,427443,436154,3,2009-03-08,1646,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Other Vehicle
188609,431821,429049,2,2009-03-08,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,8,Pedal cycle
187309,431978,435540,2,2009-03-09,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
187309,431978,435540,2,2009-03-09,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
187809,433768,434036,2,2009-03-09,648,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 500cc
187809,433768,434036,2,2009-03-09,648,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,20,Motorcycle over 500cc
189809,428088,426540,2,2009-03-09,1425,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,81,Bus or coach (17 or more passenger seats)
193009,424407,438121,1,2009-03-09,755,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
195809,430747,439235,2,2009-03-09,2120,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,56,Motorcycle over 500cc
202909,432734,427502,2,2009-03-09,1800,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
202909,432734,427502,2,2009-03-09,1800,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
214209,430211,434394,2,2009-03-09,1950,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,46,Car
214209,430211,434394,2,2009-03-09,1950,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,36,Car
217909,430677,434354,1,2009-03-09,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Bus or coach (17 or more passenger seats)
192209,441106,438632,2,2009-03-10,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,Car
192209,441106,438632,2,2009-03-10,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
192709,421997,443906,2,2009-03-10,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
202309,438833,433909,2,2009-03-10,2115,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,78,Car
194609,429785,430628,2,2009-03-11,903,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Bus or coach (17 or more passenger seats)
194709,430373,433488,1,2009-03-11,1648,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,63,Bus or coach (17 or more passenger seats)
195309,428511,433041,2,2009-03-11,2115,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
195309,428511,433041,2,2009-03-11,2115,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,34,Car
196509,433194,434016,1,2009-03-11,1030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
196509,433194,434016,1,2009-03-11,1030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,Bus or coach (17 or more passenger seats)
197709,428417,428692,1,2009-03-11,2000,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Car
203009,430128,436279,2,2009-03-11,1915,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40,Car
225509,431883,435145,1,2009-03-11,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,64,Car
198009,428771,433285,2,2009-03-12,1603,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
198109,430072,433780,1,2009-03-12,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Bus or coach (17 or more passenger seats)
198809,428093,434519,1,2009-03-12,953,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car
202009,432649,433834,1,2009-03-12,845,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Car
203609,434775,437569,1,2009-03-12,2010,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,12,Car
205509,433258,429638,2,2009-03-12,1435,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
205509,433258,429638,2,2009-03-12,1435,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car
240309,435001,438396,2,2009-03-12,1101,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,61,Car
240309,435001,438396,2,2009-03-12,1101,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,87,Car
199009,426280,434026,2,2009-03-13,1220,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
199009,426280,434026,2,2009-03-13,1220,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
199009,426280,434026,2,2009-03-13,1220,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
200309,426750,431721,2,2009-03-13,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Car
200809,428912,435506,2,2009-03-13,842,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Bus or coach (17 or more passenger seats)
200809,428912,435506,2,2009-03-13,842,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,Bus or coach (17 or more passenger seats)
203109,437077,435233,3,2009-03-13,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
205309,430001,434153,2,2009-03-13,945,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
208009,420858,433408,1,2009-03-13,1531,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,85,Bus or coach (17 or more passenger seats)
209309,428058,426559,2,2009-03-13,1345,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
209309,428058,426559,2,2009-03-13,1345,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car
211909,432574,438455,2,2009-03-13,2000,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
217709,429468,433305,2,2009-03-13,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,72,Car
256409,420582,444897,2,2009-03-13,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,69,Car
256409,420582,444897,2,2009-03-13,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
202509,430408,435808,2,2009-03-14,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
202609,421937,443972,2,2009-03-14,2330,Unclassified,Dry,Darkness: no street lighting,Fine with high winds,Driver,Slight,Male,30,Car
202609,421937,443972,2,2009-03-14,2330,Unclassified,Dry,Darkness: no street lighting,Fine with high winds,Driver,Slight,Female,20,Car
202609,421937,443972,2,2009-03-14,2330,Unclassified,Dry,Darkness: no street lighting,Fine with high winds,Passenger,Slight,Male,26,Car
206009,428922,429813,2,2009-03-14,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
212609,422202,433961,2,2009-03-14,1550,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,73,Car
207209,436176,427380,2,2009-03-15,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Motorcycle over 500cc
211409,427906,432902,2,2009-03-15,1805,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Motorcycle over 50cc and up to 125cc
212409,427749,436151,2,2009-03-15,2130,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
214609,443331,435487,3,2009-03-15,1115,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
214609,443331,435487,3,2009-03-15,1115,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
256909,423707,434338,2,2009-03-15,1615,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
256909,423707,434338,2,2009-03-15,1615,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
199509,426231,438111,2,2009-03-16,746,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
201409,423564,433905,1,2009-03-16,114,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,41,Car
207309,430982,433150,2,2009-03-16,1234,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
211309,426284,435579,2,2009-03-16,2245,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,29,Car
211309,426284,435579,2,2009-03-16,2245,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car
213109,427287,433625,1,2009-03-16,2050,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,51,Motorcycle over 500cc
213109,427287,433625,1,2009-03-16,2050,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,16,Motorcycle over 500cc
214109,424127,444004,3,2009-03-16,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
214109,424127,444004,3,2009-03-16,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Goods vehicle 3.5 tonnes mgw and under
214309,434895,433429,2,2009-03-16,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,Pedal cycle
218309,431511,436760,2,2009-03-16,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Pedal cycle
221609,445317,431687,1,2009-03-16,1755,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,29,Motorcycle over 500cc
211609,440849,429211,1,2009-03-17,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,14,Car
212109,430020,434152,1,2009-03-17,1800,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,26,Car
214809,424850,443299,2,2009-03-17,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,87,Car
215409,424473,433641,1,2009-03-17,1800,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
215409,424473,433641,1,2009-03-17,1800,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
216409,428608,432896,7,2009-03-17,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
216409,428608,432896,7,2009-03-17,1550,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
216409,428608,432896,7,2009-03-17,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
216409,428608,432896,7,2009-03-17,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
216409,428608,432896,7,2009-03-17,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
216409,428608,432896,7,2009-03-17,1550,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
218009,433059,435032,1,2009-03-17,2008,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,11,Car
