reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
530809,424574,427831,1,2009-06-30,637,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
541809,429793,433791,2,2009-07-01,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
547009,433435,442574,2,2009-07-01,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Car
523609,429794,433789,2,2009-07-02,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Bus or coach (17 or more passenger seats)
524709,437923,433096,3,2009-07-02,136,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver,Fatal,Male,47,Goods vehicle 7.5 tonnes mgw and over
527209,430656,433451,1,2009-07-02,1446,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,69,Bus or coach (17 or more passenger seats)
527809,428647,430800,2,2009-07-02,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
529109,432458,434817,1,2009-07-02,1154,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,78,Car
530509,422263,433347,1,2009-07-02,1056,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,68,Bus or coach (17 or more passenger seats)
531009,428760,431606,1,2009-07-02,1852,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,73,Car
531409,420981,434467,2,2009-07-02,940,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,66,Car
531409,420981,434467,2,2009-07-02,940,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,Car
531709,437768,433085,2,2009-07-02,2005,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Bus or coach (17 or more passenger seats)
531709,437768,433085,2,2009-07-02,2005,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Bus or coach (17 or more passenger seats)
531709,437768,433085,2,2009-07-02,2005,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car
533109,428435,435000,2,2009-07-02,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
538309,425634,434236,2,2009-07-02,1910,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
574709,428060,435959,2,2009-07-02,1605,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
589709,425806,427156,2,2009-07-02,2140,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
589709,425806,427156,2,2009-07-02,2140,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
532709,425623,433083,2,2009-07-03,845,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
534409,430072,433934,2,2009-07-03,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
534609,429940,427139,2,2009-07-03,1447,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,47,Car
538509,437664,444762,3,2009-07-03,2035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Car
538509,437664,444762,3,2009-07-03,2035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
538509,437664,444762,3,2009-07-03,2035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Car
538509,437664,444762,3,2009-07-03,2035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
538509,437664,444762,3,2009-07-03,2035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Car
539909,430430,426479,2,2009-07-03,1920,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
539909,430430,426479,2,2009-07-03,1920,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Car
539909,430430,426479,2,2009-07-03,1920,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Car
541709,435915,425859,2,2009-07-03,830,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
577609,428795,433285,1,2009-07-03,807,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
529909,424123,444005,2,2009-07-04,1135,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,89,Car
529909,424123,444005,2,2009-07-04,1135,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Car
529909,424123,444005,2,2009-07-04,1135,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Fatal,Female,91,Car
529909,424123,444005,2,2009-07-04,1135,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,50,Car
531209,424160,435104,1,2009-07-04,750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
532109,442192,434398,2,2009-07-04,1315,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Motorcycle over 500cc
532509,432324,434991,1,2009-07-04,1720,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
532909,438760,430808,1,2009-07-04,800,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,52,Motorcycle over 500cc
534009,431387,431640,2,2009-07-04,1516,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Car
534009,431387,431640,2,2009-07-04,1516,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
534009,431387,431640,2,2009-07-04,1516,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,11,Bus or coach (17 or more passenger seats)
534009,431387,431640,2,2009-07-04,1516,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Bus or coach (17 or more passenger seats)
536809,425480,432865,2,2009-07-04,630,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
538009,421796,435470,2,2009-07-04,1150,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
546409,427835,434410,2,2009-07-04,1207,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Other Vehicle
585209,430759,435349,2,2009-07-04,2140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
531509,429705,432103,1,2009-07-05,1853,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
536209,429129,432126,1,2009-07-05,1701,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
543209,424923,434763,1,2009-07-05,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,9,Car
543209,424923,434763,1,2009-07-05,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,4,Car
544809,429843,438855,2,2009-07-05,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Other Vehicle
550609,424016,435856,3,2009-07-05,2130,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
537909,422730,434047,4,2009-07-06,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
537909,422730,434047,4,2009-07-06,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
537909,422730,434047,4,2009-07-06,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Goods vehicle 3.5 tonnes mgw and under
537909,422730,434047,4,2009-07-06,1600,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Goods vehicle 3.5 tonnes mgw and under
543109,428224,435779,2,2009-07-06,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
543609,429893,435206,2,2009-07-06,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Motorcycle over 50cc and up to 125cc
543709,429141,435248,2,2009-07-06,1000,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
558809,437189,433452,2,2009-07-06,1630,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,24,Car
558809,437189,433452,2,2009-07-06,1630,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,23,Car
540809,425109,434167,1,2009-07-07,110,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,Car
540809,425109,434167,1,2009-07-07,110,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
540809,425109,434167,1,2009-07-07,110,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Car
544909,427713,436839,2,2009-07-07,1525,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Motorcycle over 500cc
547809,420467,434286,3,2009-07-07,1814,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
548009,420228,439432,2,2009-07-07,855,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Pedal cycle
551009,433593,429745,2,2009-07-07,1005,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
559109,421366,434997,1,2009-07-07,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,6,Taxi/Private hire car
563009,427558,430395,2,2009-07-07,1115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,48,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
540309,426011,440080,1,2009-07-08,739,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Bus or coach (17 or more passenger seats)
544409,425239,439474,1,2009-07-08,2350,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car
545109,421081,441170,1,2009-07-08,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or coach (17 or more passenger seats)
552009,431403,438152,2,2009-07-08,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Pedal cycle
554009,441080,449548,3,2009-07-08,1002,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Bus or coach (17 or more passenger seats)
554009,441080,449548,3,2009-07-08,1002,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Bus or coach (17 or more passenger seats)
554009,441080,449548,3,2009-07-08,1002,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats)
559309,427506,434573,2,2009-07-08,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Car
576609,421757,435237,1,2009-07-08,1500,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,77,Bus or coach (17 or more passenger seats)
578009,442022,445378,1,2009-07-08,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
586909,427512,440625,2,2009-07-08,2055,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,35,Car
586909,427512,440625,2,2009-07-08,2055,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,26,Car
586909,427512,440625,2,2009-07-08,2055,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,25,Car
929009,446449,430805,1,2009-07-08,753,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54,Motorcycle over 500cc
549609,435846,436401,2,2009-07-09,1655,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,17,Motorcycle over 125cc and up to 500cc
550909,427882,430471,1,2009-07-09,1620,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,44,Car
551509,432525,433786,2,2009-07-09,2300,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,55,Bus or coach (17 or more passenger seats)
552309,425922,427655,1,2009-07-09,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
568909,430093,431352,2,2009-07-09,743,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
582409,430493,433454,2,2009-07-09,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Bus or coach (17 or more passenger seats)
582409,430493,433454,2,2009-07-09,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
582409,430493,433454,2,2009-07-09,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Bus or coach (17 or more passenger seats)
588109,428793,435573,2,2009-07-09,1735,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,21,Car
631709,426195,444706,2,2009-07-09,545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
550709,427387,433466,2,2009-07-10,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,M/cycle 50cc and under
552109,431896,433078,1,2009-07-10,1945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,1,Car
552509,424103,428114,2,2009-07-10,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
552509,424103,428114,2,2009-07-10,1330,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Car
564009,443294,435466,2,2009-07-10,1540,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Goods vehicle 3.5 tonnes mgw and under
564009,443294,435466,2,2009-07-10,1540,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Goods vehicle 3.5 tonnes mgw and under
585509,435051,434948,2,2009-07-10,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
585809,430464,435595,3,2009-07-10,57,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,33,Car
